Week,C.Light,C.Nutrients,C.Rep,Species,Individual,FrondArea
1,H,L,2,Lm,1,2.8
1,H,L,2,Lm,2,4
1,H,L,2,Lm,3,3.8
1,H,L,2,Lm,4,4.7
1,H,L,2,Lm,5,4.4
1,H,L,2,Lm,6,3.8
1,H,L,2,Lm,7,3.7
1,H,L,2,Lm,8,4.3
1,H,L,2,Lm,9,3.4
1,H,L,2,Lm,10,2.9
1,H,L,1,Lm,1,2.8
1,H,L,1,Lm,2,4
1,H,L,1,Lm,3,3.8
1,H,L,1,Lm,4,4.7
1,H,L,1,Lm,5,4.4
1,H,L,1,Lm,6,3.8
1,H,L,1,Lm,7,3.7
1,H,L,1,Lm,8,4.3
1,H,L,1,Lm,9,3.4
1,H,L,1,Lm,10,2.9
1,H,L,2,Rn,1,7
1,H,L,2,Rn,2,4.4
1,H,L,2,Rn,3,4
1,H,L,2,Rn,4,3.6
1,H,L,2,Rn,5,5.4
1,H,L,2,Rn,6,7.8
1,H,L,2,Rn,7,9.3
1,H,L,2,Rn,8,6.1
1,H,L,2,Rn,9,6.2
1,H,L,2,Rn,10,9
1,H,L,1,Rn,1,7
1,H,L,1,Rn,2,4.4
1,H,L,1,Rn,3,4
1,H,L,1,Rn,4,3.6
1,H,L,1,Rn,5,5.4
1,H,L,1,Rn,6,7.8
1,H,L,1,Rn,7,9.3
1,H,L,1,Rn,8,6.1
1,H,L,1,Rn,9,6.2
1,H,L,1,Rn,10,9
1,H,L,2,Sp,1,20.1
1,H,L,2,Sp,2,16.1
1,H,L,2,Sp,3,18.8
1,H,L,2,Sp,4,14.3
1,H,L,2,Sp,5,21.4
1,H,L,2,Sp,6,15.5
1,H,L,2,Sp,7,9.3
1,H,L,2,Sp,8,10.7
1,H,L,2,Sp,9,23.3
1,H,L,2,Sp,10,12.7
1,H,L,1,Sp,1,20.1
1,H,L,1,Sp,2,16.1
1,H,L,1,Sp,3,18.8
1,H,L,1,Sp,4,14.3
1,H,L,1,Sp,5,21.4
1,H,L,1,Sp,6,15.5
1,H,L,1,Sp,7,9.3
1,H,L,1,Sp,8,10.7
1,H,L,1,Sp,9,23.3
1,H,L,1,Sp,10,12.7
1,H,L,2,Wc,1,0.5
1,H,L,2,Wc,2,0.4
1,H,L,2,Wc,3,0.5
1,H,L,2,Wc,4,0.7
1,H,L,2,Wc,5,0.6
1,H,L,2,Wc,6,0.5
1,H,L,2,Wc,7,0.4
1,H,L,2,Wc,8,0.5
1,H,L,2,Wc,9,0.6
1,H,L,2,Wc,10,0.6
1,H,L,1,Wc,1,0.5
1,H,L,1,Wc,2,0.4
1,H,L,1,Wc,3,0.5
1,H,L,1,Wc,4,0.7
1,H,L,1,Wc,5,0.6
1,H,L,1,Wc,6,0.5
1,H,L,1,Wc,7,0.4
1,H,L,1,Wc,8,0.5
1,H,L,1,Wc,9,0.6
1,H,L,1,Wc,10,0.6
1,H,M,1,Lm,1,2.8
1,H,M,1,Lm,2,4
1,H,M,1,Lm,3,3.8
1,H,M,1,Lm,4,4.7
1,H,M,1,Lm,5,4.4
1,H,M,1,Lm,6,3.8
1,H,M,1,Lm,7,3.7
1,H,M,1,Lm,8,4.3
1,H,M,1,Lm,9,3.4
1,H,M,1,Lm,10,2.9
1,H,M,2,Lm,1,2.8
1,H,M,2,Lm,2,4
1,H,M,2,Lm,3,3.8
1,H,M,2,Lm,4,4.7
1,H,M,2,Lm,5,4.4
1,H,M,2,Lm,6,3.8
1,H,M,2,Lm,7,3.7
1,H,M,2,Lm,8,4.3
1,H,M,2,Lm,9,3.4
1,H,M,2,Lm,10,2.9
1,H,M,1,Rn,1,7
1,H,M,1,Rn,2,4.4
1,H,M,1,Rn,3,4
1,H,M,1,Rn,4,3.6
1,H,M,1,Rn,5,5.4
1,H,M,1,Rn,6,7.8
1,H,M,1,Rn,7,9.3
1,H,M,1,Rn,8,6.1
1,H,M,1,Rn,9,6.2
1,H,M,1,Rn,10,9
1,H,M,2,Rn,1,7
1,H,M,2,Rn,2,4.4
1,H,M,2,Rn,3,4
1,H,M,2,Rn,4,3.6
1,H,M,2,Rn,5,5.4
1,H,M,2,Rn,6,7.8
1,H,M,2,Rn,7,9.3
1,H,M,2,Rn,8,6.1
1,H,M,2,Rn,9,6.2
1,H,M,2,Rn,10,9
1,H,M,1,Sp,1,20.1
1,H,M,1,Sp,2,16.1
1,H,M,1,Sp,3,18.8
1,H,M,1,Sp,4,14.3
1,H,M,1,Sp,5,21.4
1,H,M,1,Sp,6,15.5
1,H,M,1,Sp,7,9.3
1,H,M,1,Sp,8,10.7
1,H,M,1,Sp,9,23.3
1,H,M,1,Sp,10,12.7
1,H,M,2,Sp,1,20.1
1,H,M,2,Sp,2,16.1
1,H,M,2,Sp,3,18.8
1,H,M,2,Sp,4,14.3
1,H,M,2,Sp,5,21.4
1,H,M,2,Sp,6,15.5
1,H,M,2,Sp,7,9.3
1,H,M,2,Sp,8,10.7
1,H,M,2,Sp,9,23.3
1,H,M,2,Sp,10,12.7
1,H,M,1,Wc,1,0.5
1,H,M,1,Wc,2,0.4
1,H,M,1,Wc,3,0.5
1,H,M,1,Wc,4,0.7
1,H,M,1,Wc,5,0.6
1,H,M,1,Wc,6,0.5
1,H,M,1,Wc,7,0.4
1,H,M,1,Wc,8,0.5
1,H,M,1,Wc,9,0.6
1,H,M,1,Wc,10,0.6
1,H,M,2,Wc,1,0.5
1,H,M,2,Wc,2,0.4
1,H,M,2,Wc,3,0.5
1,H,M,2,Wc,4,0.7
1,H,M,2,Wc,5,0.6
1,H,M,2,Wc,6,0.5
1,H,M,2,Wc,7,0.4
1,H,M,2,Wc,8,0.5
1,H,M,2,Wc,9,0.6
1,H,M,2,Wc,10,0.6
1,H,H,1,Lm,1,2.8
1,H,H,1,Lm,2,4
1,H,H,1,Lm,3,3.8
1,H,H,1,Lm,4,4.7
1,H,H,1,Lm,5,4.4
1,H,H,1,Lm,6,3.8
1,H,H,1,Lm,7,3.7
1,H,H,1,Lm,8,4.3
1,H,H,1,Lm,9,3.4
1,H,H,1,Lm,10,2.9
1,H,H,2,Lm,1,2.8
1,H,H,2,Lm,2,4
1,H,H,2,Lm,3,3.8
1,H,H,2,Lm,4,4.7
1,H,H,2,Lm,5,4.4
1,H,H,2,Lm,6,3.8
1,H,H,2,Lm,7,3.7
1,H,H,2,Lm,8,4.3
1,H,H,2,Lm,9,3.4
1,H,H,2,Lm,10,2.9
1,H,H,1,Rn,1,7
1,H,H,1,Rn,2,4.4
1,H,H,1,Rn,3,4
1,H,H,1,Rn,4,3.6
1,H,H,1,Rn,5,5.4
1,H,H,1,Rn,6,7.8
1,H,H,1,Rn,7,9.3
1,H,H,1,Rn,8,6.1
1,H,H,1,Rn,9,6.2
1,H,H,1,Rn,10,9
1,H,H,2,Rn,1,7
1,H,H,2,Rn,2,4.4
1,H,H,2,Rn,3,4
1,H,H,2,Rn,4,3.6
1,H,H,2,Rn,5,5.4
1,H,H,2,Rn,6,7.8
1,H,H,2,Rn,7,9.3
1,H,H,2,Rn,8,6.1
1,H,H,2,Rn,9,6.2
1,H,H,2,Rn,10,9
1,H,H,1,Sp,1,20.1
1,H,H,1,Sp,2,16.1
1,H,H,1,Sp,3,18.8
1,H,H,1,Sp,4,14.3
1,H,H,1,Sp,5,21.4
1,H,H,1,Sp,6,15.5
1,H,H,1,Sp,7,9.3
1,H,H,1,Sp,8,10.7
1,H,H,1,Sp,9,23.3
1,H,H,1,Sp,10,12.7
1,H,H,2,Sp,1,20.1
1,H,H,2,Sp,2,16.1
1,H,H,2,Sp,3,18.8
1,H,H,2,Sp,4,14.3
1,H,H,2,Sp,5,21.4
1,H,H,2,Sp,6,15.5
1,H,H,2,Sp,7,9.3
1,H,H,2,Sp,8,10.7
1,H,H,2,Sp,9,23.3
1,H,H,2,Sp,10,12.7
1,H,H,1,Wc,1,0.5
1,H,H,1,Wc,2,0.4
1,H,H,1,Wc,3,0.5
1,H,H,1,Wc,4,0.7
1,H,H,1,Wc,5,0.6
1,H,H,1,Wc,6,0.5
1,H,H,1,Wc,7,0.4
1,H,H,1,Wc,8,0.5
1,H,H,1,Wc,9,0.6
1,H,H,1,Wc,10,0.6
1,H,H,2,Wc,1,0.5
1,H,H,2,Wc,2,0.4
1,H,H,2,Wc,3,0.5
1,H,H,2,Wc,4,0.7
1,H,H,2,Wc,5,0.6
1,H,H,2,Wc,6,0.5
1,H,H,2,Wc,7,0.4
1,H,H,2,Wc,8,0.5
1,H,H,2,Wc,9,0.6
1,H,H,2,Wc,10,0.6
1,M,L,1,Lm,1,2.8
1,M,L,1,Lm,2,4
1,M,L,1,Lm,3,3.8
1,M,L,1,Lm,4,4.7
1,M,L,1,Lm,5,4.4
1,M,L,1,Lm,6,3.8
1,M,L,1,Lm,7,3.7
1,M,L,1,Lm,8,4.3
1,M,L,1,Lm,9,3.4
1,M,L,1,Lm,10,2.9
1,M,L,2,Lm,1,2.8
1,M,L,2,Lm,2,4
1,M,L,2,Lm,3,3.8
1,M,L,2,Lm,4,4.7
1,M,L,2,Lm,5,4.4
1,M,L,2,Lm,6,3.8
1,M,L,2,Lm,7,3.7
1,M,L,2,Lm,8,4.3
1,M,L,2,Lm,9,3.4
1,M,L,2,Lm,10,2.9
1,M,L,1,Rn,1,7
1,M,L,1,Rn,2,4.4
1,M,L,1,Rn,3,4
1,M,L,1,Rn,4,3.6
1,M,L,1,Rn,5,5.4
1,M,L,1,Rn,6,7.8
1,M,L,1,Rn,7,9.3
1,M,L,1,Rn,8,6.1
1,M,L,1,Rn,9,6.2
1,M,L,1,Rn,10,9
1,M,L,2,Rn,1,7
1,M,L,2,Rn,2,4.4
1,M,L,2,Rn,3,4
1,M,L,2,Rn,4,3.6
1,M,L,2,Rn,5,5.4
1,M,L,2,Rn,6,7.8
1,M,L,2,Rn,7,9.3
1,M,L,2,Rn,8,6.1
1,M,L,2,Rn,9,6.2
1,M,L,2,Rn,10,9
1,M,L,1,Sp,1,20.1
1,M,L,1,Sp,2,16.1
1,M,L,1,Sp,3,18.8
1,M,L,1,Sp,4,14.3
1,M,L,1,Sp,5,21.4
1,M,L,1,Sp,6,15.5
1,M,L,1,Sp,7,9.3
1,M,L,1,Sp,8,10.7
1,M,L,1,Sp,9,23.3
1,M,L,1,Sp,10,12.7
1,M,L,2,Sp,1,20.1
1,M,L,2,Sp,2,16.1
1,M,L,2,Sp,3,18.8
1,M,L,2,Sp,4,14.3
1,M,L,2,Sp,5,21.4
1,M,L,2,Sp,6,15.5
1,M,L,2,Sp,7,9.3
1,M,L,2,Sp,8,10.7
1,M,L,2,Sp,9,23.3
1,M,L,2,Sp,10,12.7
1,M,L,1,Wc,1,0.5
1,M,L,1,Wc,2,0.4
1,M,L,1,Wc,3,0.5
1,M,L,1,Wc,4,0.7
1,M,L,1,Wc,5,0.6
1,M,L,1,Wc,6,0.5
1,M,L,1,Wc,7,0.4
1,M,L,1,Wc,8,0.5
1,M,L,1,Wc,9,0.6
1,M,L,1,Wc,10,0.6
1,M,L,2,Wc,1,0.5
1,M,L,2,Wc,2,0.4
1,M,L,2,Wc,3,0.5
1,M,L,2,Wc,4,0.7
1,M,L,2,Wc,5,0.6
1,M,L,2,Wc,6,0.5
1,M,L,2,Wc,7,0.4
1,M,L,2,Wc,8,0.5
1,M,L,2,Wc,9,0.6
1,M,L,2,Wc,10,0.6
1,M,M,1,Lm,1,2.8
1,M,M,1,Lm,2,4
1,M,M,1,Lm,3,3.8
1,M,M,1,Lm,4,4.7
1,M,M,1,Lm,5,4.4
1,M,M,1,Lm,6,3.8
1,M,M,1,Lm,7,3.7
1,M,M,1,Lm,8,4.3
1,M,M,1,Lm,9,3.4
1,M,M,1,Lm,10,2.9
1,M,M,2,Lm,1,2.8
1,M,M,2,Lm,2,4
1,M,M,2,Lm,3,3.8
1,M,M,2,Lm,4,4.7
1,M,M,2,Lm,5,4.4
1,M,M,2,Lm,6,3.8
1,M,M,2,Lm,7,3.7
1,M,M,2,Lm,8,4.3
1,M,M,2,Lm,9,3.4
1,M,M,2,Lm,10,2.9
1,M,M,1,Rn,1,7
1,M,M,1,Rn,2,4.4
1,M,M,1,Rn,3,4
1,M,M,1,Rn,4,3.6
1,M,M,1,Rn,5,5.4
1,M,M,1,Rn,6,7.8
1,M,M,1,Rn,7,9.3
1,M,M,1,Rn,8,6.1
1,M,M,1,Rn,9,6.2
1,M,M,1,Rn,10,9
1,M,M,2,Rn,1,7
1,M,M,2,Rn,2,4.4
1,M,M,2,Rn,3,4
1,M,M,2,Rn,4,3.6
1,M,M,2,Rn,5,5.4
1,M,M,2,Rn,6,7.8
1,M,M,2,Rn,7,9.3
1,M,M,2,Rn,8,6.1
1,M,M,2,Rn,9,6.2
1,M,M,2,Rn,10,9
1,M,M,1,Sp,1,20.1
1,M,M,1,Sp,2,16.1
1,M,M,1,Sp,3,18.8
1,M,M,1,Sp,4,14.3
1,M,M,1,Sp,5,21.4
1,M,M,1,Sp,6,15.5
1,M,M,1,Sp,7,9.3
1,M,M,1,Sp,8,10.7
1,M,M,1,Sp,9,23.3
1,M,M,1,Sp,10,12.7
1,M,M,2,Sp,1,20.1
1,M,M,2,Sp,2,16.1
1,M,M,2,Sp,3,18.8
1,M,M,2,Sp,4,14.3
1,M,M,2,Sp,5,21.4
1,M,M,2,Sp,6,15.5
1,M,M,2,Sp,7,9.3
1,M,M,2,Sp,8,10.7
1,M,M,2,Sp,9,23.3
1,M,M,2,Sp,10,12.7
1,M,M,1,Wc,1,0.5
1,M,M,1,Wc,2,0.4
1,M,M,1,Wc,3,0.5
1,M,M,1,Wc,4,0.7
1,M,M,1,Wc,5,0.6
1,M,M,1,Wc,6,0.5
1,M,M,1,Wc,7,0.4
1,M,M,1,Wc,8,0.5
1,M,M,1,Wc,9,0.6
1,M,M,1,Wc,10,0.6
1,M,M,2,Wc,1,0.5
1,M,M,2,Wc,2,0.4
1,M,M,2,Wc,3,0.5
1,M,M,2,Wc,4,0.7
1,M,M,2,Wc,5,0.6
1,M,M,2,Wc,6,0.5
1,M,M,2,Wc,7,0.4
1,M,M,2,Wc,8,0.5
1,M,M,2,Wc,9,0.6
1,M,M,2,Wc,10,0.6
1,M,H,2,Lm,1,2.8
1,M,H,2,Lm,2,4
1,M,H,2,Lm,3,3.8
1,M,H,2,Lm,4,4.7
1,M,H,2,Lm,5,4.4
1,M,H,2,Lm,6,3.8
1,M,H,2,Lm,7,3.7
1,M,H,2,Lm,8,4.3
1,M,H,2,Lm,9,3.4
1,M,H,2,Lm,10,2.9
1,M,H,1,Lm,1,2.8
1,M,H,1,Lm,2,4
1,M,H,1,Lm,3,3.8
1,M,H,1,Lm,4,4.7
1,M,H,1,Lm,5,4.4
1,M,H,1,Lm,6,3.8
1,M,H,1,Lm,7,3.7
1,M,H,1,Lm,8,4.3
1,M,H,1,Lm,9,3.4
1,M,H,1,Lm,10,2.9
1,M,H,2,Rn,1,7
1,M,H,2,Rn,2,4.4
1,M,H,2,Rn,3,4
1,M,H,2,Rn,4,3.6
1,M,H,2,Rn,5,5.4
1,M,H,2,Rn,6,7.8
1,M,H,2,Rn,7,9.3
1,M,H,2,Rn,8,6.1
1,M,H,2,Rn,9,6.2
1,M,H,2,Rn,10,9
1,M,H,1,Rn,1,7
1,M,H,1,Rn,2,4.4
1,M,H,1,Rn,3,4
1,M,H,1,Rn,4,3.6
1,M,H,1,Rn,5,5.4
1,M,H,1,Rn,6,7.8
1,M,H,1,Rn,7,9.3
1,M,H,1,Rn,8,6.1
1,M,H,1,Rn,9,6.2
1,M,H,1,Rn,10,9
1,M,H,2,Sp,1,20.1
1,M,H,2,Sp,2,16.1
1,M,H,2,Sp,3,18.8
1,M,H,2,Sp,4,14.3
1,M,H,2,Sp,5,21.4
1,M,H,2,Sp,6,15.5
1,M,H,2,Sp,7,9.3
1,M,H,2,Sp,8,10.7
1,M,H,2,Sp,9,23.3
1,M,H,2,Sp,10,12.7
1,M,H,1,Sp,1,20.1
1,M,H,1,Sp,2,16.1
1,M,H,1,Sp,3,18.8
1,M,H,1,Sp,4,14.3
1,M,H,1,Sp,5,21.4
1,M,H,1,Sp,6,15.5
1,M,H,1,Sp,7,9.3
1,M,H,1,Sp,8,10.7
1,M,H,1,Sp,9,23.3
1,M,H,1,Sp,10,12.7
1,M,H,2,Wc,1,0.5
1,M,H,2,Wc,2,0.4
1,M,H,2,Wc,3,0.5
1,M,H,2,Wc,4,0.7
1,M,H,2,Wc,5,0.6
1,M,H,2,Wc,6,0.5
1,M,H,2,Wc,7,0.4
1,M,H,2,Wc,8,0.5
1,M,H,2,Wc,9,0.6
1,M,H,2,Wc,10,0.6
1,M,H,1,Wc,1,0.5
1,M,H,1,Wc,2,0.4
1,M,H,1,Wc,3,0.5
1,M,H,1,Wc,4,0.7
1,M,H,1,Wc,5,0.6
1,M,H,1,Wc,6,0.5
1,M,H,1,Wc,7,0.4
1,M,H,1,Wc,8,0.5
1,M,H,1,Wc,9,0.6
1,M,H,1,Wc,10,0.6
1,L,L,2,Lm,1,2.8
1,L,L,2,Lm,2,4
1,L,L,2,Lm,3,3.8
1,L,L,2,Lm,4,4.7
1,L,L,2,Lm,5,4.4
1,L,L,2,Lm,6,3.8
1,L,L,2,Lm,7,3.7
1,L,L,2,Lm,8,4.3
1,L,L,2,Lm,9,3.4
1,L,L,2,Lm,10,2.9
1,L,L,1,Lm,1,2.8
1,L,L,1,Lm,2,4
1,L,L,1,Lm,3,3.8
1,L,L,1,Lm,4,4.7
1,L,L,1,Lm,5,4.4
1,L,L,1,Lm,6,3.8
1,L,L,1,Lm,7,3.7
1,L,L,1,Lm,8,4.3
1,L,L,1,Lm,9,3.4
1,L,L,1,Lm,10,2.9
1,L,L,2,Rn,1,7
1,L,L,2,Rn,2,4.4
1,L,L,2,Rn,3,4
1,L,L,2,Rn,4,3.6
1,L,L,2,Rn,5,5.4
1,L,L,2,Rn,6,7.8
1,L,L,2,Rn,7,9.3
1,L,L,2,Rn,8,6.1
1,L,L,2,Rn,9,6.2
1,L,L,2,Rn,10,9
1,L,L,1,Rn,1,7
1,L,L,1,Rn,2,4.4
1,L,L,1,Rn,3,4
1,L,L,1,Rn,4,3.6
1,L,L,1,Rn,5,5.4
1,L,L,1,Rn,6,7.8
1,L,L,1,Rn,7,9.3
1,L,L,1,Rn,8,6.1
1,L,L,1,Rn,9,6.2
1,L,L,1,Rn,10,9
1,L,L,2,Sp,1,20.1
1,L,L,2,Sp,2,16.1
1,L,L,2,Sp,3,18.8
1,L,L,2,Sp,4,14.3
1,L,L,2,Sp,5,21.4
1,L,L,2,Sp,6,15.5
1,L,L,2,Sp,7,9.3
1,L,L,2,Sp,8,10.7
1,L,L,2,Sp,9,23.3
1,L,L,2,Sp,10,12.7
1,L,L,1,Sp,1,20.1
1,L,L,1,Sp,2,16.1
1,L,L,1,Sp,3,18.8
1,L,L,1,Sp,4,14.3
1,L,L,1,Sp,5,21.4
1,L,L,1,Sp,6,15.5
1,L,L,1,Sp,7,9.3
1,L,L,1,Sp,8,10.7
1,L,L,1,Sp,9,23.3
1,L,L,1,Sp,10,12.7
1,L,L,2,Wc,1,0.5
1,L,L,2,Wc,2,0.4
1,L,L,2,Wc,3,0.5
1,L,L,2,Wc,4,0.7
1,L,L,2,Wc,5,0.6
1,L,L,2,Wc,6,0.5
1,L,L,2,Wc,7,0.4
1,L,L,2,Wc,8,0.5
1,L,L,2,Wc,9,0.6
1,L,L,2,Wc,10,0.6
1,L,L,1,Wc,1,0.5
1,L,L,1,Wc,2,0.4
1,L,L,1,Wc,3,0.5
1,L,L,1,Wc,4,0.7
1,L,L,1,Wc,5,0.6
1,L,L,1,Wc,6,0.5
1,L,L,1,Wc,7,0.4
1,L,L,1,Wc,8,0.5
1,L,L,1,Wc,9,0.6
1,L,L,1,Wc,10,0.6
1,L,M,2,Lm,1,2.8
1,L,M,2,Lm,2,4
1,L,M,2,Lm,3,3.8
1,L,M,2,Lm,4,4.7
1,L,M,2,Lm,5,4.4
1,L,M,2,Lm,6,3.8
1,L,M,2,Lm,7,3.7
1,L,M,2,Lm,8,4.3
1,L,M,2,Lm,9,3.4
1,L,M,2,Lm,10,2.9
1,L,M,1,Lm,1,2.8
1,L,M,1,Lm,2,4
1,L,M,1,Lm,3,3.8
1,L,M,1,Lm,4,4.7
1,L,M,1,Lm,5,4.4
1,L,M,1,Lm,6,3.8
1,L,M,1,Lm,7,3.7
1,L,M,1,Lm,8,4.3
1,L,M,1,Lm,9,3.4
1,L,M,1,Lm,10,2.9
1,L,M,2,Rn,1,7
1,L,M,2,Rn,2,4.4
1,L,M,2,Rn,3,4
1,L,M,2,Rn,4,3.6
1,L,M,2,Rn,5,5.4
1,L,M,2,Rn,6,7.8
1,L,M,2,Rn,7,9.3
1,L,M,2,Rn,8,6.1
1,L,M,2,Rn,9,6.2
1,L,M,2,Rn,10,9
1,L,M,1,Rn,1,7
1,L,M,1,Rn,2,4.4
1,L,M,1,Rn,3,4
1,L,M,1,Rn,4,3.6
1,L,M,1,Rn,5,5.4
1,L,M,1,Rn,6,7.8
1,L,M,1,Rn,7,9.3
1,L,M,1,Rn,8,6.1
1,L,M,1,Rn,9,6.2
1,L,M,1,Rn,10,9
1,L,M,2,Sp,1,20.1
1,L,M,2,Sp,2,16.1
1,L,M,2,Sp,3,18.8
1,L,M,2,Sp,4,14.3
1,L,M,2,Sp,5,21.4
1,L,M,2,Sp,6,15.5
1,L,M,2,Sp,7,9.3
1,L,M,2,Sp,8,10.7
1,L,M,2,Sp,9,23.3
1,L,M,2,Sp,10,12.7
1,L,M,1,Sp,1,20.1
1,L,M,1,Sp,2,16.1
1,L,M,1,Sp,3,18.8
1,L,M,1,Sp,4,14.3
1,L,M,1,Sp,5,21.4
1,L,M,1,Sp,6,15.5
1,L,M,1,Sp,7,9.3
1,L,M,1,Sp,8,10.7
1,L,M,1,Sp,9,23.3
1,L,M,1,Sp,10,12.7
1,L,M,2,Wc,1,0.5
1,L,M,2,Wc,2,0.4
1,L,M,2,Wc,3,0.5
1,L,M,2,Wc,4,0.7
1,L,M,2,Wc,5,0.6
1,L,M,2,Wc,6,0.5
1,L,M,2,Wc,7,0.4
1,L,M,2,Wc,8,0.5
1,L,M,2,Wc,9,0.6
1,L,M,2,Wc,10,0.6
1,L,M,1,Wc,1,0.5
1,L,M,1,Wc,2,0.4
1,L,M,1,Wc,3,0.5
1,L,M,1,Wc,4,0.7
1,L,M,1,Wc,5,0.6
1,L,M,1,Wc,6,0.5
1,L,M,1,Wc,7,0.4
1,L,M,1,Wc,8,0.5
1,L,M,1,Wc,9,0.6
1,L,M,1,Wc,10,0.6
1,L,H,1,Lm,1,2.8
1,L,H,1,Lm,2,4
1,L,H,1,Lm,3,3.8
1,L,H,1,Lm,4,4.7
1,L,H,1,Lm,5,4.4
1,L,H,1,Lm,6,3.8
1,L,H,1,Lm,7,3.7
1,L,H,1,Lm,8,4.3
1,L,H,1,Lm,9,3.4
1,L,H,1,Lm,10,2.9
1,L,H,2,Lm,1,2.8
1,L,H,2,Lm,2,4
1,L,H,2,Lm,3,3.8
1,L,H,2,Lm,4,4.7
1,L,H,2,Lm,5,4.4
1,L,H,2,Lm,6,3.8
1,L,H,2,Lm,7,3.7
1,L,H,2,Lm,8,4.3
1,L,H,2,Lm,9,3.4
1,L,H,2,Lm,10,2.9
1,L,H,1,Rn,1,7
1,L,H,1,Rn,2,4.4
1,L,H,1,Rn,3,4
1,L,H,1,Rn,4,3.6
1,L,H,1,Rn,5,5.4
1,L,H,1,Rn,6,7.8
1,L,H,1,Rn,7,9.3
1,L,H,1,Rn,8,6.1
1,L,H,1,Rn,9,6.2
1,L,H,1,Rn,10,9
1,L,H,2,Rn,1,7
1,L,H,2,Rn,2,4.4
1,L,H,2,Rn,3,4
1,L,H,2,Rn,4,3.6
1,L,H,2,Rn,5,5.4
1,L,H,2,Rn,6,7.8
1,L,H,2,Rn,7,9.3
1,L,H,2,Rn,8,6.1
1,L,H,2,Rn,9,6.2
1,L,H,2,Rn,10,9
1,L,H,1,Sp,1,20.1
1,L,H,1,Sp,2,16.1
1,L,H,1,Sp,3,18.8
1,L,H,1,Sp,4,14.3
1,L,H,1,Sp,5,21.4
1,L,H,1,Sp,6,15.5
1,L,H,1,Sp,7,9.3
1,L,H,1,Sp,8,10.7
1,L,H,1,Sp,9,23.3
1,L,H,1,Sp,10,12.7
1,L,H,2,Sp,1,20.1
1,L,H,2,Sp,2,16.1
1,L,H,2,Sp,3,18.8
1,L,H,2,Sp,4,14.3
1,L,H,2,Sp,5,21.4
1,L,H,2,Sp,6,15.5
1,L,H,2,Sp,7,9.3
1,L,H,2,Sp,8,10.7
1,L,H,2,Sp,9,23.3
1,L,H,2,Sp,10,12.7
1,L,H,1,Wc,1,0.5
1,L,H,1,Wc,2,0.4
1,L,H,1,Wc,3,0.5
1,L,H,1,Wc,4,0.7
1,L,H,1,Wc,5,0.6
1,L,H,1,Wc,6,0.5
1,L,H,1,Wc,7,0.4
1,L,H,1,Wc,8,0.5
1,L,H,1,Wc,9,0.6
1,L,H,1,Wc,10,0.6
1,L,H,2,Wc,1,0.5
1,L,H,2,Wc,2,0.4
1,L,H,2,Wc,3,0.5
1,L,H,2,Wc,4,0.7
1,L,H,2,Wc,5,0.6
1,L,H,2,Wc,6,0.5
1,L,H,2,Wc,7,0.4
1,L,H,2,Wc,8,0.5
1,L,H,2,Wc,9,0.6
1,L,H,2,Wc,10,0.6
3,H,L,2,Lm,1,2.9835
3,H,L,2,Lm,2,3.4109
3,H,L,2,Lm,3,4.6019
3,H,L,2,Lm,4,3.3456
3,H,L,2,Lm,5,2.6973
3,H,L,2,Lm,6,3.3656
3,H,L,2,Lm,7,2.9966
3,H,L,2,Lm,8,3.5417
3,H,L,2,Lm,9,3.0086
3,H,L,2,Lm,10,2.4883
3,H,L,1,Lm,1,4.1341
3,H,L,1,Lm,2,3.5316
3,H,L,1,Lm,3,3.9021
3,H,L,1,Lm,4,3.9573
3,H,L,1,Lm,5,3.5466
3,H,L,1,Lm,6,3.1156
3,H,L,1,Lm,7,3.7343
3,H,L,1,Lm,8,3.1831
3,H,L,1,Lm,9,2.6961
3,H,L,1,Lm,10,3.0776
3,H,L,2,Rn,1,5.6377
3,H,L,2,Rn,2,9.7352
3,H,L,2,Rn,3,6.7453
3,H,L,2,Rn,4,5.4972
3,H,L,2,Rn,5,5.9879
3,H,L,2,Rn,6,3.2291
3,H,L,2,Rn,7,2.6719
3,H,L,2,Rn,8,5.1423
3,H,L,2,Rn,9,5.9644
3,H,L,2,Rn,10,4.0536
3,H,L,1,Rn,1,2.7419
3,H,L,1,Rn,2,5.8247
3,H,L,1,Rn,3,5.5719
3,H,L,1,Rn,4,3.8004
3,H,L,1,Rn,5,3.9657
3,H,L,1,Rn,6,12.3722
3,H,L,1,Rn,7,5.8835
3,H,L,1,Rn,8,5.4946
3,H,L,1,Rn,9,11.8672
3,H,L,1,Rn,10,4.4151
3,H,L,2,Sp,1,20.9519
3,H,L,2,Sp,2,10.4758
3,H,L,2,Sp,3,8.7334
3,H,L,2,Sp,4,14.0814
3,H,L,2,Sp,5,7.6942
3,H,L,2,Sp,6,8.7767
3,H,L,2,Sp,7,15.1929
3,H,L,2,Sp,8,28.5629
3,H,L,2,Sp,9,14.5573
3,H,L,2,Sp,10,9.2724
3,H,L,1,Sp,1,11.769
3,H,L,1,Sp,2,16.9349
3,H,L,1,Sp,3,16.4263
3,H,L,1,Sp,4,16.8006
3,H,L,1,Sp,5,12.654
3,H,L,1,Sp,6,14.5607
3,H,L,1,Sp,7,11.699
3,H,L,1,Sp,8,20.5015
3,H,L,1,Sp,9,15.8623
3,H,L,1,Sp,10,21.2121
