C.Type,E.Type,C.Env,E.Env,C.Rep,E.Rep,Species,Individual,FrondArea
Ancestral,Modified,5,1,1,B,Sp,5,1.9437
Ancestral,Modified,5,4,1,A,Lm,10,1.9451
Derived,Original,6,5,1,B,Lm,9,1.9456
Derived,Original,6,5,1,A,Lm,7,1.9517
Ancestral,Modified,5,6,2,B,Lm,3,1.9549
Derived,Modified,3,3,1,B,Lm,8,1.9559
Ancestral,Modified,5,8,2,B,Lm,3,1.9594
Derived,Original,1,5,2,B,Lm,5,1.9641
Ancestral,Modified,5,2,1,B,Lm,9,1.9715
Derived,Original,9,5,2,B,Lm,3,1.9814
Ancestral,Modified,5,8,1,A,Sp,4,1.9902
Derived,Modified,7,7,1,B,Lm,8,1.9923
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Original,5,5,2,A,Lm,7,1.9934
Ancestral,Modified,5,9,2,B,Lm,5,1.9944
Derived,Original,9,5,2,A,Lm,8,2.0005
Derived,Original,6,5,1,B,Sp,4,2.0019
Derived,Modified,7,7,1,B,Lm,7,2.0029
Ancestral,Modified,5,1,2,A,Lm,7,2.0046
Derived,Modified,6,6,1,A,Sp,4,2.0084
Derived,Original,1,5,2,B,Sp,10,2.0131
Derived,Original,3,5,2,B,Lm,3,2.0137
Derived,Modified,3,3,2,A,Lm,9,2.0169
Ancestral,Modified,5,7,1,B,Sp,3,2.0188
Derived,Original,4,5,1,A,Sp,7,2.0209
Derived,Original,9,5,2,B,Lm,6,2.0357
Ancestral,Modified,5,2,2,B,Lm,10,2.038
Derived,Modified,3,3,2,A,Lm,3,2.0476
Derived,Original,3,5,1,A,Lm,6,2.0497
Derived,Original,6,5,2,B,Sp,2,2.0497
Derived,Modified,7,7,1,B,Lm,2,2.051
Derived,Modified,4,4,1,B,Lm,5,2.0535
Derived,Modified,3,3,2,B,Lm,8,2.0565
Derived,Modified,2,2,2,A,Lm,8,2.0611
Ancestral,Modified,5,3,2,A,Lm,10,2.0613
Ancestral,Modified,5,3,1,A,Lm,7,2.0691
Ancestral,Modified,5,3,2,A,Lm,8,2.07
Ancestral,Modified,5,7,1,B,Lm,8,2.0709
Derived,Modified,3,3,2,A,Lm,6,2.0729
Derived,Original,6,5,1,A,Lm,9,2.0739
Derived,Original,4,5,2,A,Lm,6,2.0768
Derived,Modified,6,6,2,B,Lm,7,2.0777
Derived,Modified,7,7,1,A,Lm,9,2.0801
Ancestral,Modified,5,2,2,A,Lm,5,2.0865
Derived,Original,1,5,2,A,Lm,2,2.0899
Derived,Modified,6,6,1,B,Sp,2,2.0911
Ancestral,Modified,5,2,1,B,Lm,7,2.0917
Derived,Modified,6,6,1,A,Lm,7,2.0924
Derived,Modified,1,1,1,B,Sp,2,2.0969
Ancestral,Modified,5,8,2,A,Lm,9,2.1012
Ancestral,Modified,5,3,1,B,Lm,9,2.1111
Derived,Modified,7,7,1,B,Lm,5,2.12
Ancestral,Modified,5,9,2,B,Lm,7,2.1269
Derived,Modified,3,3,2,B,Lm,9,2.1291
Ancestral,Modified,5,8,2,B,Lm,2,2.1372
Ancestral,Modified,5,2,1,B,Lm,8,2.1391
Ancestral,Modified,5,4,1,A,Lm,2,2.1462
Ancestral,Modified,5,1,2,B,Lm,4,2.1515
Derived,Original,3,5,1,A,Lm,3,2.1575
Derived,Modified,3,3,2,A,Lm,4,2.1595
Derived,Modified,1,1,1,A,Lm,3,2.1655
Derived,Original,3,5,1,B,Lm,10,2.1672
Derived,Modified,4,4,1,B,Lm,2,2.1715
Ancestral,Modified,5,6,2,B,Lm,10,2.1752
Derived,Original,1,5,1,A,Lm,5,2.1789
Derived,Modified,6,6,1,A,Lm,4,2.1798
Derived,Modified,4,4,1,B,Lm,1,2.184
Derived,Original,2,5,1,B,Lm,8,2.1842
Ancestral,Modified,5,8,2,B,Lm,9,2.1863
Derived,Original,7,5,1,A,Lm,10,2.1869
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Original,5,5,2,B,Lm,5,2.1873
Ancestral,Modified,5,9,2,B,Lm,6,2.1883
Ancestral,Modified,5,2,2,B,Lm,9,2.1903
Derived,Modified,2,2,1,B,Lm,10,2.1909
Derived,Original,2,5,1,B,Lm,7,2.1912
Derived,Modified,2,2,1,A,Lm,5,2.1929
Derived,Original,3,5,2,A,Lm,5,2.1935
Ancestral,Modified,5,6,2,A,Lm,4,2.1956
Derived,Modified,7,7,1,B,Lm,10,2.1991
Derived,Modified,3,3,1,A,Lm,4,2.1994
Ancestral,Modified,5,1,1,B,Lm,7,2.202
Derived,Modified,1,1,2,B,Lm,6,2.203
Ancestral,Modified,5,1,1,A,Lm,5,2.2032
Derived,Modified,2,2,2,B,Lm,4,2.2037
Ancestral,Modified,5,1,2,B,Lm,2,2.2049
Derived,Modified,3,3,2,A,Lm,2,2.2074
Ancestral,Modified,5,6,1,A,Lm,7,2.2078
Ancestral,Modified,5,6,1,B,Lm,2,2.2127
Ancestral,Modified,5,6,2,B,Lm,7,2.2152
Derived,Original,3,5,1,A,Lm,10,2.2179
Derived,Original,7,5,1,A,Lm,3,2.2187
Ancestral,Modified,5,6,1,A,Lm,10,2.2247
Ancestral,Modified,5,9,1,B,Lm,5,2.2328
Ancestral,Modified,5,8,2,B,Lm,1,2.2362
Ancestral,Modified,5,2,2,A,Lm,2,2.2374
Derived,Original,2,5,1,B,Lm,3,2.2394
Derived,Original,3,5,1,B,Lm,4,2.243
Derived,Original,2,5,1,A,Lm,4,2.2448
Derived,Original,2,5,1,A,Lm,6,2.2455
Derived,Original,3,5,2,B,Lm,7,2.2616
Derived,Original,1,5,2,A,Lm,10,2.2633
Ancestral,Modified,5,9,2,A,Lm,2,2.2644
Ancestral,Modified,5,2,2,A,Lm,3,2.2651
Derived,Modified,7,7,1,A,Lm,7,2.266
Derived,Modified,3,3,2,B,Lm,7,2.2668
Derived,Original,2,5,1,B,Lm,9,2.2745
Ancestral,Modified,5,7,2,A,Lm,2,2.2746
Derived,Original,7,5,2,A,Lm,7,2.2775
Ancestral,Modified,5,7,1,A,Lm,7,2.2802
Derived,Modified,2,2,1,B,Lm,2,2.2809
Ancestral,Modified,5,2,2,B,Lm,3,2.2817
Derived,Modified,2,2,1,A,Lm,6,2.2846
Derived,Modified,3,3,2,A,Lm,5,2.2874
Derived,Modified,1,1,2,B,Sp,1,2.2877
Derived,Modified,2,2,1,A,Lm,10,2.2944
Derived,Modified,2,2,2,A,Sp,2,2.295
Derived,Original,4,5,1,B,Lm,2,2.2977
Derived,Modified,6,6,1,A,Sp,1,2.2987
Ancestral,Modified,5,8,2,A,Lm,6,2.3006
Derived,Modified,6,6,1,A,Lm,5,2.3023
Ancestral,Modified,5,6,2,A,Lm,2,2.3056
Ancestral,Modified,5,4,2,A,Lm,9,2.3099
Derived,Modified,7,7,1,B,Lm,6,2.3102
Ancestral,Modified,5,1,1,B,Sp,6,2.3117
Ancestral,Modified,5,9,2,A,Lm,7,2.3133
Derived,Original,1,5,1,B,Lm,5,2.3145
Ancestral,Modified,5,1,2,A,Lm,10,2.3218
Ancestral,Modified,5,8,1,A,Lm,2,2.3301
Ancestral,Modified,5,7,1,B,Lm,10,2.3324
Ancestral,Modified,5,2,2,B,Sp,2,2.3392
Derived,Modified,7,7,1,B,Lm,4,2.3398
Ancestral,Modified,5,8,2,A,Lm,5,2.3491
Derived,Original,3,5,1,A,Lm,9,2.3565
Ancestral,Modified,5,6,1,B,Lm,1,2.3571
Ancestral,Modified,5,4,1,A,Lm,3,2.3574
Derived,Original,6,5,1,B,Lm,5,2.3596
Ancestral,Modified,5,4,1,A,Sp,5,2.3608
Derived,Original,8,5,1,B,Lm,5,2.3674
Ancestral,Modified,5,8,2,B,Lm,10,2.3756
Derived,Original,1,5,1,B,Sp,4,2.3838
Ancestral,Modified,5,9,1,B,Lm,4,2.3864
Derived,Original,1,5,2,A,Lm,4,2.388
Derived,Original,8,5,1,A,Lm,4,2.3941
Ancestral,Modified,5,7,1,B,Lm,6,2.3949
Ancestral,Modified,5,7,2,B,Lm,4,2.3954
Derived,Original,3,5,2,A,Lm,8,2.398
Derived,Original,2,5,1,A,Lm,9,2.4019
Derived,Original,1,5,2,A,Lm,1,2.4024
Ancestral,Modified,5,4,2,B,Lm,9,2.4025
Ancestral,Modified,5,6,2,A,Lm,1,2.4119
Derived,Modified,6,6,2,A,Lm,3,2.4136
Derived,Original,4,5,2,B,Lm,9,2.416
Derived,Modified,7,7,1,A,Lm,4,2.4167
Derived,Modified,3,3,2,A,Lm,8,2.4172
Derived,Modified,7,7,1,A,Lm,8,2.4183
Ancestral,Modified,5,4,2,B,Lm,6,2.4213
Derived,Original,1,5,2,B,Lm,7,2.422
Ancestral,Modified,5,1,2,A,Lm,5,2.4287
Ancestral,Modified,5,7,2,B,Lm,6,2.4289
Derived,Original,9,5,2,A,Lm,9,2.4315
Ancestral,Modified,5,4,2,A,Lm,7,2.435
Derived,Modified,4,4,1,B,Lm,4,2.436
Derived,Modified,6,6,2,A,Lm,4,2.4431
Derived,Modified,1,1,2,A,Lm,9,2.4437
Derived,Modified,6,6,1,A,Lm,2,2.4451
Derived,Original,2,5,2,A,Lm,10,2.4486
Ancestral,Modified,5,3,1,B,Lm,10,2.4586
Ancestral,Modified,5,3,1,A,Sp,5,2.4603
Ancestral,Modified,5,6,1,B,Lm,4,2.4604
Ancestral,Modified,5,6,2,B,Lm,6,2.4614
Derived,Original,3,5,1,A,Lm,1,2.4622
Derived,Original,9,5,1,A,Lm,8,2.463
Ancestral,Modified,5,9,1,A,Lm,6,2.4652
Ancestral,Modified,5,3,1,B,Lm,8,2.4655
Derived,Modified,4,4,2,A,Sp,6,2.4659
Derived,Modified,2,2,1,A,Lm,7,2.4697
Derived,Original,2,5,1,B,Lm,2,2.4735
Ancestral,Modified,5,4,2,B,Lm,5,2.476
Ancestral,Modified,5,1,2,B,Lm,7,2.4773
Derived,Modified,1,1,2,A,Lm,1,2.4804
Ancestral,Modified,5,8,2,A,Lm,10,2.4826
Ancestral,Modified,5,2,2,B,Lm,2,2.4934
Derived,Original,3,5,1,A,Lm,4,2.4943
Ancestral,Modified,5,9,2,B,Lm,1,2.4944
Derived,Original,1,5,1,B,Lm,8,2.4998
Ancestral,Modified,5,1,1,A,Lm,2,2.5038
Ancestral,Modified,5,4,2,B,Lm,8,2.5081
Ancestral,Modified,5,7,2,A,Lm,1,2.5099
Derived,Original,2,5,1,A,Lm,7,2.5123
Derived,Modified,2,2,1,A,Lm,4,2.5126
Derived,Modified,3,3,1,B,Lm,1,2.5136
Ancestral,Modified,5,3,1,A,Sp,1,2.5146
Ancestral,Modified,5,9,2,B,Lm,2,2.5147
Derived,Original,2,5,2,B,Sp,1,2.5149
Ancestral,Modified,5,2,2,B,Lm,1,2.5164
Derived,Original,2,5,2,B,Lm,4,2.5176
Derived,Original,3,5,1,B,Rn,7,2.5193
Ancestral,Modified,5,8,2,B,Lm,6,2.5221
Ancestral,Modified,5,4,2,B,Lm,2,2.5235
Derived,Modified,3,3,1,A,Lm,3,2.5246
Ancestral,Modified,5,1,1,B,Lm,8,2.5267
Ancestral,Modified,5,2,2,A,Lm,4,2.5279
Ancestral,Modified,5,7,1,B,Lm,3,2.5353
Ancestral,Modified,5,7,1,B,Lm,9,2.5412
Derived,Modified,4,4,1,B,Lm,8,2.5423
Ancestral,Modified,5,4,2,B,Lm,10,2.5444
Ancestral,Modified,5,4,2,A,Lm,3,2.5501
Ancestral,Modified,5,4,1,B,Lm,7,2.5524
Derived,Modified,2,2,2,B,Lm,9,2.5542
Derived,Modified,4,4,1,A,Lm,4,2.5569
Derived,Modified,1,1,2,B,Lm,7,2.5575
Ancestral,Modified,5,4,1,B,Lm,5,2.5608
Ancestral,Modified,5,6,2,A,Lm,5,2.5612
Derived,Modified,3,3,1,A,Lm,2,2.5624
Derived,Original,4,5,1,A,Lm,4,2.5644
Derived,Original,4,5,1,A,Lm,8,2.5682
Ancestral,Modified,5,7,2,A,Lm,3,2.5686
Ancestral,Modified,5,4,2,A,Lm,5,2.5702
Derived,Original,6,5,2,B,Lm,4,2.5786
Derived,Original,9,5,1,B,Lm,5,2.5786
Derived,Modified,4,4,1,A,Lm,9,2.5791
Derived,Modified,2,2,2,A,Sp,5,2.5802
Ancestral,Modified,5,6,2,A,Lm,6,2.5813
Derived,Modified,3,3,2,B,Sp,6,2.5823
Ancestral,Modified,5,8,1,B,Sp,3,2.5825
Derived,Modified,1,1,2,A,Lm,8,2.5879
Derived,Modified,6,6,1,A,Lm,9,2.5883
Derived,Original,9,5,2,B,Lm,9,2.5895
Derived,Original,2,5,1,B,Sp,3,2.5925
Ancestral,Modified,5,1,2,B,Lm,3,2.5932
Derived,Original,6,5,2,A,Lm,10,2.5953
Ancestral,Modified,5,2,1,A,Lm,4,2.5972
Derived,Modified,6,6,2,B,Lm,10,2.5984
Derived,Modified,7,7,1,B,Lm,9,2.6011
Derived,Modified,1,1,2,B,Lm,3,2.6052
Derived,Original,2,5,2,A,Lm,3,2.6119
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Ancestral,Original,5,5,2,B,Lm,4,2.613
Derived,Modified,7,7,2,A,Lm,7,2.6146
Derived,Modified,1,1,2,A,Lm,6,2.6171
Ancestral,Modified,5,8,2,B,Lm,8,2.6212
Derived,Original,7,5,1,A,Lm,6,2.6214
Derived,Original,7,5,1,B,Sp,2,2.6233
Derived,Original,7,5,2,B,Lm,2,2.6233
Derived,Modified,3,3,1,A,Lm,1,2.6261
Derived,Original,8,5,1,A,Lm,10,2.6261
Ancestral,Modified,5,3,1,B,Lm,2,2.6265
Derived,Modified,1,1,1,B,Lm,10,2.6329
Derived,Modified,2,2,2,B,Lm,8,2.633
Derived,Original,4,5,1,B,Lm,8,2.633
Derived,Original,3,5,1,A,Sp,2,2.6347
Derived,Original,4,5,1,B,Lm,9,2.6397
Derived,Modified,4,4,2,B,Lm,10,2.6425
Derived,Modified,4,4,1,B,Lm,7,2.645
Ancestral,Modified,5,7,2,B,Lm,9,2.6457
Derived,Modified,1,1,2,B,Lm,9,2.6484
Derived,Modified,6,6,2,A,Lm,8,2.6498
Derived,Original,4,5,1,B,Lm,3,2.6521
Derived,Modified,6,6,2,B,Lm,5,2.6533
Derived,Original,4,5,1,B,Lm,10,2.6554
Derived,Modified,7,7,1,A,Lm,3,2.6561
Derived,Modified,7,7,1,A,Lm,10,2.6634
Derived,Modified,6,6,1,B,Lm,5,2.6667
Ancestral,Modified,5,9,2,A,Lm,4,2.6669
Ancestral,Modified,5,7,1,A,Lm,1,2.6706
Ancestral,Modified,5,6,1,A,Lm,8,2.6707
Derived,Modified,6,6,1,A,Lm,10,2.6711
Ancestral,Modified,5,9,2,A,Lm,5,2.6737
Ancestral,Modified,5,2,2,B,Lm,5,2.677
Ancestral,Modified,5,4,2,A,Lm,4,2.6771
Derived,Modified,2,2,1,B,Lm,1,2.6789
Ancestral,Modified,5,2,2,B,Lm,8,2.679
Derived,Modified,3,3,1,B,Sp,6,2.6821
Derived,Modified,2,2,1,B,Lm,8,2.6827
Derived,Original,8,5,1,A,Lm,5,2.6835
Derived,Original,3,5,2,A,Lm,1,2.6863
Ancestral,Modified,5,6,1,A,Lm,5,2.6894
Ancestral,Modified,5,6,2,A,Lm,8,2.6901
Derived,Modified,9,9,1,A,Lm,5,2.6906
Ancestral,Modified,5,4,1,B,Lm,8,2.6909
Ancestral,Modified,5,6,1,A,Sp,10,2.6917
Derived,Original,6,5,1,A,Sp,5,2.6918
Derived,Modified,6,6,2,A,Lm,10,2.7003
Derived,Modified,1,1,1,A,Lm,4,2.7008
Derived,Modified,8,8,1,A,Lm,6,2.702
Derived,Original,2,5,1,A,Lm,1,2.7037
Derived,Original,6,5,2,A,Lm,3,2.7049
Ancestral,Modified,5,2,2,A,Lm,10,2.7062
Derived,Modified,4,4,1,B,Lm,3,2.7066
Ancestral,Modified,5,3,1,A,Lm,2,2.7078
Ancestral,Modified,5,1,1,A,Lm,7,2.7087
Ancestral,Modified,5,1,1,B,Lm,6,2.7098
Ancestral,Modified,5,1,2,B,Lm,10,2.7099
Derived,Modified,3,3,1,B,Lm,9,2.7124
Derived,Original,7,5,1,A,Lm,1,2.7133
Derived,Original,3,5,1,A,Rn,8,2.7173
Derived,Modified,1,1,2,A,Lm,10,2.7186
Derived,Modified,2,2,2,A,Lm,9,2.7199
Derived,Original,4,5,1,B,Lm,7,2.7205
Ancestral,Modified,5,7,1,A,Lm,2,2.7232
Ancestral,Modified,5,8,2,B,Lm,7,2.7258
Derived,Modified,2,2,1,A,Lm,8,2.7269
Ancestral,Modified,5,4,1,A,Lm,5,2.7277
Ancestral,Modified,5,2,1,B,Lm,3,2.7321
Derived,Original,8,5,1,A,Lm,8,2.7339
Ancestral,Modified,5,6,1,B,Lm,7,2.734
Derived,Modified,2,2,2,A,Lm,10,2.7343
Derived,Modified,1,1,1,B,Lm,7,2.7421
Ancestral,Modified,5,2,2,A,Lm,6,2.7496
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Original,5,5,1,A,Lm,4,2.7505
Ancestral,Modified,5,6,2,A,Lm,10,2.753
Derived,Modified,4,4,2,B,Lm,4,2.754
Derived,Original,4,5,1,B,Lm,1,2.7546
Ancestral,Modified,5,7,1,B,Sp,2,2.758
Ancestral,Modified,5,9,2,B,Lm,4,2.7632
Ancestral,Modified,5,1,1,B,Sp,8,2.7648
Ancestral,Modified,5,6,2,A,Lm,7,2.7666
Ancestral,Modified,5,7,2,B,Lm,2,2.767
Derived,Original,8,5,2,B,Lm,6,2.7679
Ancestral,Modified,5,1,1,A,Lm,10,2.7704
Ancestral,Modified,5,8,2,A,Lm,3,2.7717
Derived,Original,1,5,1,B,Lm,10,2.7729
Derived,Modified,4,4,1,A,Lm,2,2.7733
Derived,Modified,1,1,2,A,Lm,4,2.7748
Ancestral,Modified,5,4,2,A,Lm,10,2.7761
Derived,Modified,3,3,1,B,Lm,7,2.7765
Derived,Original,8,5,1,B,Lm,9,2.7768
Derived,Modified,1,1,1,A,Lm,7,2.7779
Ancestral,Modified,5,3,1,A,Lm,8,2.7779
Ancestral,Modified,5,4,1,A,Lm,8,2.7786
Ancestral,Modified,5,9,1,B,Sp,9,2.7815
Derived,Original,2,5,2,B,Sp,8,2.7819
Derived,Original,4,5,1,B,Lm,4,2.7935
Ancestral,Modified,5,2,1,B,Lm,10,2.7954
Derived,Original,3,5,2,B,Lm,4,2.7957
Derived,Original,2,5,2,A,Lm,9,2.7959
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Original,5,5,2,B,Lm,10,2.7982
Ancestral,Modified,5,2,2,B,Lm,6,2.7995
Derived,Original,8,5,1,B,Lm,8,2.8005
Derived,Original,3,5,2,B,Lm,2,2.8031
Ancestral,Modified,5,2,1,A,Lm,10,2.8051
Ancestral,Modified,5,6,2,A,Lm,3,2.806
Derived,Original,7,5,2,A,Lm,10,2.8066
Derived,Modified,3,3,1,B,Lm,6,2.8093
Ancestral,Modified,5,8,2,B,Lm,5,2.8117
Derived,Original,2,5,1,B,Lm,10,2.8141
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Ancestral,Original,5,5,2,B,Lm,6,2.8185
Derived,Modified,4,4,1,A,Lm,6,2.8187
Ancestral,Modified,5,1,1,A,Lm,1,2.8207
Derived,Original,4,5,2,A,Lm,8,2.8213
Ancestral,Modified,5,4,1,B,Lm,4,2.8215
Ancestral,Modified,5,9,1,A,Lm,7,2.8216
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Modified,5,3,1,B,Sp,9,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Original,5,5,1,B,Lm,3,2.8226
Ancestral,Modified,5,7,2,A,Lm,7,2.8242
Derived,Original,6,5,1,A,Lm,5,2.8249
Derived,Original,1,5,2,B,Sp,2,2.8255
Ancestral,Modified,5,3,2,A,Lm,9,2.8259
Derived,Modified,6,6,2,B,Lm,9,2.8279
Ancestral,Modified,5,1,2,B,Lm,9,2.8284
Ancestral,Modified,5,7,1,A,Lm,4,2.83
Ancestral,Modified,5,4,1,A,Lm,6,2.8311
Derived,Original,1,5,1,A,Lm,1,2.8319
Derived,Original,1,5,2,A,Lm,8,2.8363
Derived,Modified,1,1,1,B,Lm,2,2.8365
Derived,Modified,8,8,2,B,Lm,4,2.8431
Ancestral,Modified,5,9,1,B,Lm,3,2.8465
Derived,Original,4,5,2,A,Lm,4,2.8482
Derived,Original,1,5,1,A,Sp,10,2.8506
Derived,Modified,7,7,1,B,Lm,3,2.8512
Derived,Original,4,5,1,B,Lm,5,2.8537
Derived,Original,1,5,1,B,Lm,3,2.8543
Derived,Original,3,5,1,B,Rn,5,2.8555
Derived,Original,6,5,2,A,Lm,9,2.8577
Derived,Modified,1,1,2,A,Lm,7,2.8615
Ancestral,Modified,5,7,2,A,Lm,10,2.8651
Derived,Original,1,5,1,B,Lm,7,2.8679
Derived,Original,2,5,2,B,Lm,3,2.8686
Ancestral,Modified,5,4,1,A,Lm,9,2.8703
Derived,Modified,3,3,1,B,Lm,3,2.8708
Derived,Modified,2,2,1,A,Lm,9,2.8723
Derived,Original,1,5,2,B,Lm,4,2.8738
Ancestral,Modified,5,9,2,B,Lm,9,2.8757
Derived,Original,2,5,2,B,Lm,10,2.8765
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Original,5,5,2,A,Lm,9,2.8775
Ancestral,Modified,5,9,1,A,Lm,3,2.8776
Derived,Original,8,5,1,B,Lm,2,2.8777
Derived,Original,9,5,2,A,Lm,6,2.878
Derived,Modified,7,7,2,B,Lm,8,2.8791
Derived,Modified,1,1,1,B,Rn,5,2.8796
Derived,Modified,2,2,1,A,Lm,2,2.883
Ancestral,Modified,5,8,1,B,Lm,10,2.8886
Ancestral,Modified,5,7,1,A,Lm,8,2.8901
Ancestral,Modified,5,4,2,A,Lm,1,2.8912
Ancestral,Modified,5,9,2,B,Lm,8,2.8918
Derived,Original,6,5,2,B,Lm,5,2.8929
Derived,Original,9,5,1,B,Lm,6,2.8929
Derived,Original,1,5,2,A,Lm,9,2.8972
Ancestral,Modified,5,3,1,B,Lm,5,2.8984
Ancestral,Modified,5,4,1,B,Lm,9,2.8999
Ancestral,Modified,5,6,1,A,Lm,6,2.9
Ancestral,Modified,5,8,1,A,Lm,5,2.9041
Ancestral,Modified,5,6,2,B,Lm,5,2.9042
Ancestral,Modified,5,4,1,B,Lm,3,2.9055
Ancestral,Modified,5,9,1,B,Lm,6,2.9121
Derived,Modified,1,1,2,A,Lm,5,2.9216
Derived,Modified,4,4,1,A,Sp,7,2.9276
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Original,5,5,1,A,Lm,3,2.9278
Ancestral,Modified,5,9,1,B,Lm,2,2.9283
Derived,Original,4,5,1,A,Lm,10,2.9317
Ancestral,Modified,5,8,1,B,Lm,7,2.9321
Ancestral,Modified,5,1,1,B,Lm,5,2.9332
Ancestral,Modified,5,3,2,B,Lm,3,2.9362
Ancestral,Modified,5,2,2,B,Lm,4,2.9377
Ancestral,Modified,5,9,1,A,Lm,4,2.9401
Derived,Modified,2,2,2,B,Lm,6,2.9403
Ancestral,Modified,5,3,1,A,Sp,4,2.9406
Ancestral,Modified,5,8,1,A,Lm,8,2.9406
Derived,Modified,1,1,2,A,Lm,2,2.9423
Ancestral,Modified,5,3,2,A,Sp,4,2.943
Derived,Modified,2,2,2,A,Lm,3,2.9445
Derived,Modified,8,8,1,B,Lm,10,2.9446
Ancestral,Modified,5,9,1,B,Lm,8,2.9464
Derived,Original,7,5,1,A,Lm,8,2.9471
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Original,5,5,2,B,Lm,1,2.9503
Ancestral,Modified,5,2,1,B,Lm,5,2.9519
Derived,Modified,8,8,1,B,Lm,8,2.9628
Ancestral,Modified,5,6,1,B,Lm,3,2.9666
Ancestral,Modified,5,3,1,A,Lm,1,2.9694
Derived,Modified,4,4,1,A,Lm,5,2.9742
Derived,Original,4,5,1,A,Lm,5,2.9772
Derived,Original,6,5,1,A,Lm,10,2.9798
Derived,Modified,1,1,2,B,Lm,2,2.9807
Derived,Modified,3,3,1,B,Lm,2,2.9808
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
Ancestral,Original,5,5,1,B,Lm,5,2.9825
